"","area","I","Ie","Is","Ise","W","We","Ws","Wse","rich","endem","jtopol","jtip"
"1729","Quiros, Sierra del Aramo, Pedroveya",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1730","Rabinal, Sierra de Chuacus",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1731","Rancho Behind, Yreka",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1732","Rancho Bosworth's ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1733","Rancho Caldwell, sur de Villa Springer",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1734","Rancho El Jabali, 22 km N de Colima ",3,1.5,0,0,2.486,1.243,0,0,2,0,0,0
"1735","Rancho La Ardilla, 7 km al E de Totontepec",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1736","Rancho Sloan, 15 millas NW de Livermore",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1737","Real de Otzumatlan  ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1738","Rebanal de las LLantas",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1739","Redmond",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1740","Refugio Cerro Colorado",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1741","Refugio de Baysdance",1,1,0,0,2,2,0,0,1,0,0,0
"1742","Refugio Nacional del Antilope Montaña Hart",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1743","Rego de Ouroso, entre Brataramundi y Cotarelo,Taramundi",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1744","Rego de Ribeira, entre Doulfe y O Porto dos Troncos, Vilalba",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1745","Represa Neusa",2,1,0,0,2.559,1.279,0,0,2,0,0,0
"1746","Represa Piedras Blancas",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1747","Resende, Parque Nacional Itatiaia ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1748","Reserva  Hanford ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1749","Reserva Alto de San Miguel Cuenca alta del rio Medellin",3,1.5,0,0,3.136,1.568,0.001,0,2,0,0,0
"1750","Reserva Biologica Carpanta ",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1751","Reserva Biologica Cerro Las Vueltas",4,4,0,0.001,2,2,0,0,1,0,0,0
"1752","Reserva Biologica de Oberdorsf",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1753","Reserva Biologica Durika",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1754","Reserva Biologica Hitoy Cerere, Cuenca superior del Rio Hitoy",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1755","Reserva Biologica Monteverde, Refugio Aleman",3,1,0,0,3.45,1.15,0.001,0,3,0,0,0
"1756","Reserva Cerro Tomabu, Las Cuevas",33,16.5,0.003,0.002,2.836,1.418,0.001,0,2,0,0,0
"1757","Reserva de Caza Selous",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1758","Reserva de la Biosfera El Triunfo",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1759","Reserva de la Biosfera Visis Caba",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1760","Reserva Ecologica Antisana, Laguna La Mica ",4,1,0,0,4.235,1.059,0.001,0,4,0,0,0
"1761","Reserva Ecologica Cayambe-Coca, Sector del Paramo de La Virgen",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1762","Reserva Ecologica Cotacachi-Cayapas, Laguna Cuicocha",3,1,0,0,3.176,1.059,0.001,0,3,0,0,0
"1763","Reserva Ecologica El Angel, Laguna El Voladero",6,1,0.001,0,6.735,1.123,0.001,0,6,0,0,0
"1764","Reserva Ecologica Irish ",18,2.25,0.002,0,10.743,1.343,0.002,0,8,0,0,0
"1765","Reserva Ecological Bilsa",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1766","Reserva Faunistica del Chimborazo, Paramo de Totorillas",3,1,0,0,3.176,1.059,0.001,0,3,0,0,0
"1767","Reserva Ficuzza ",194,32.333,0.018,0.004,17.071,2.845,0.003,0.001,6,0,0,0
"1768","Reserva Floristica-Ecologica Rio Guajalito",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1769","Reserva Forestal Allindelille",11,5.5,0.001,0.001,4.636,2.318,0.001,0.001,2,0,0,0
"1770","Reserva Forestal Los Santos, Cerro Nene ",39,9.75,0.004,0.001,6.473,1.618,0.001,0,4,0,0,0
"1771","Reserva Forestal Rio Macho, Estacion Ojo de Agua",6,3,0.001,0,3.636,1.818,0.001,0,2,0,0,0
"1772","Reserva Forestal San Ramon, Rio Cataratitas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1773","Reserva Forestal Sumaco, Crater de Cerro Sumaco",36,7.2,0.003,0.001,6.379,1.276,0.001,0,5,0,0,0
"1774","Reserva Geobotanica del Pululhua",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1775","Reserva Isla Ometepe, Volcan Maderas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1776","Reserva La Samaria, camino a Samaria",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1777","Reserva Municipal de Macae de Cima, Rio de las Flores",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1778","Reserva Nacional Natural Holton Heath ",18,3,0.002,0,15.351,2.558,0.003,0.001,6,0,0,0
"1779","Reserva Natural Cerro Tomabu",35,11.667,0.003,0.002,4.122,1.374,0.001,0,3,0,0,0
"1780","Reserva Natural de Muniellos, Asturias",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1781","Reserva Natural Especial Jelaniscka Klisura",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1782","Reserva Natural Kilambe, Bocay",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1783","Reserva Natural Miraflor",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1784","Reserva Natural Nanyuehengshan ",386,55.143,0.037,0.007,29.936,4.277,0.005,0.001,7,28,0,0
"1785","Reserva Natural Pura",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"1786","Reserva Oil Shale Naval ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1787","Reserva Oszast",1,1,0,0,2,2,0,0,1,0,0,0
"1788","Reservorio Fork East",11,5.5,0.001,0.001,2.836,1.418,0.001,0,2,0,0,0
"1789","Reservorio Henningson",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1790","Rettenkogel",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1791","Reyes, Valle San Joaquin, Cerro Kettleman ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1792","Rialp",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1793","Riamonte de Abaixo, Valdesolleiro Cervantes",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1794","Riberas del Rio Clar",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1795","Ricaurte, Rio Imbi, 2-3 km arriba de Campamento de Ecopetrol Palmar",4,1.333,0,0,3.82,1.273,0.001,0,3,0,0,0
"1796","Ricobayo ",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1797","Riedingtal, Jakoberalm",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1798","Rincon",17,8.5,0.002,0.001,2.7,1.35,0,0,2,0,0,0
"1799","Ringwood",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1800","Rio Aguas",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1801","Rio Aragon",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1802","Rio Atoroma Chuma, glaciares del Cerro Jankho ",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1803","Rio Ayuda, Izartza",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1804","Rio Bear ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1805","Rio Bear, Cañon Green ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1806","Rio Bialka al sur de Nowa Biala",1,1,0,0,2,2,0,0,1,0,0,0
"1807","Rio Blanco",7,2.333,0.001,0,3.696,1.232,0.001,0,3,0,0,0
"1808","Rio Caldera, Los Cipreses",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1809","Rio Chiquilpe ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1810","Rio Clearwater, 2 millas oeste de Lowell",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1811","Rio Conejos N de Antonito",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1812","Rio Contador",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1813","Rio Coscapa, 3 km NE de Unduavi",2,1,0,0,2.559,1.279,0,0,2,0,0,0
"1814","Rio Cumbe, km 5 S de Cumbe",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"1815","Rio de Fraga de Lerias",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1816","Rio de Pal",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1817","Rio del Valle, Villa Selene",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1818","Rio Duero, Vadocondes",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1819","Rio Esqueiro, entre Foyedo y La Mafalla, Asturias",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1820","Rio Eume, entre Casateita y Goibetas, Muras",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1821","Rio Frio, 8 km de La Laguna, entre pueblo de Rio Negro y La Laguna",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1822","Río Gallina en tierras BLM",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1823","Rio Hondura",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1824","Rio Huallaga, 30 km noreste de Tingo Maria",4,1,0,0,4.809,1.202,0.001,0,4,0,0,0
"1825","Rio John Day, cerca de Arroyo Service ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1826","Rio Langoa, E de Latacunga",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1827","Rio Matadero, oeste de Cuenca",8,8,0.001,0.001,1.2,1.2,0,0,1,0,0,0
"1828","Rio Maycoba, en el cruce con la nueva carretera Hermosillo-Chihuahua",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1829","Rio Mayo, sur de Memelichic",3,1.5,0,0,2.922,1.461,0.001,0,2,0,0,0
"1830","Rio Metolius ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1831","Rio Nestuca ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1832","Rio Newaukum, cerca de Chehalis",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1833","Rio Palenque, Estacion Biologica",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1834","Rio Parrita Chiquita, 5 km N de Santa Maria",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1835","Rio Pastaza",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1836","Rio Pilalo, km 52-53, Quevedo-Latacunga",33,16.5,0.003,0.002,2.695,1.348,0,0,2,0,0,0
"1837","Rio Potomac arriba de Fallas Great ",5,2.5,0,0,4.385,2.192,0.001,0.001,2,0,0,0
"1838","Rio Provo",2,1,0,0,2.836,1.418,0.001,0,2,0,0,0
"1839","Rio Punta Gorda, Atlanta, campo de aterrizaje",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1840","Rio Puron, Frontera Euskadi - Castilla y Leon",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1841","Rio Rialp",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1842","Rio Salmon en carretera a Dixie",2,1,0,0,2.585,1.292,0,0,2,0,0,0
"1843","Rio San Jose",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1844","Rio Savegre, por el puente, 2 km N de San Gerardo",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1845","Rio Silvies ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1846","Rio Susquehanna, NW de Arroyo Deer",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1847","Rio Teribe, entre Quebrada Huron y Quebrada Schlunjik",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1848","Rio Trabancos en el cruce con la via C - 605",3,1,0,0,7.071,2.357,0.001,0.001,3,0,0,0
"1849","Rio Traun ",1,1,0,0,2,2,0,0,1,0,0,0
"1850","Rio Tucannon",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1851","Rio Tutanangosa, carretera Sucua - Huarani ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1852","Rio Verdito ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1853","Rio Wampu Pisijre",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1854","Riolago",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1855","Riopar, Cañada de los Mojones",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1856","Riscos de la isla de Pascua ",1,1,0,0,2,2,0,0,1,0,0,0
"1857","Roncesvalles",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1858","RPPN Santuario de Caraça, Pico Inficionado",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1859","Rus",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1860","Ruta de la Paz, Sureste de Parquin",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1861","Sa Salvada",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1862","Sabana Oka",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1863","Sabanas Esperanza",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1864","Sabugo",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1865","Sainza, Xinzo de Lima",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1866","Salem",2,1,0,0,4.2,2.1,0.001,0.001,2,0,0,0
"1867","Sali",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1868","Salida de Sorata hacia Consata",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1869","Salinas de Tavira",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1870","Salto de Agua cerca a Amecameca",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1871","San Agustin de Guadalix",2,1,0,0,5.25,2.625,0.001,0.001,2,0,0,0
"1872","San Angel, Entronque del FFCC a Cuernavaca ",3,1.5,0,0,2.411,1.205,0,0,2,0,0,0
"1873","San Bartolo Xicomulco",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1874","San Benito, cabecera del Rio San Benito, Arroyo San Lorenzo ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1875","San Cristobal, entre Canchaqui y Huancabamba, Cuello del indio ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1876","San Donato",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1877","San Elizabeths",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1878","San Francisco De Sigsipamba, Sector San Vicente  ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1879","San Francisco, Lago Merced",3,1,0,0,5.4,1.8,0.001,0,3,0,0,0
"1880","San Javier Las Tuzas",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1881","San Jose de Cusmapa, 1 km al E del Cerro de Buenavista",33,16.5,0.003,0.002,2.836,1.418,0.001,0,2,0,0,0
"1882","San Jose del Monte ",17,8.5,0.002,0.001,3,1.5,0.001,0,2,0,0,0
"1883","San Juan de los Duran",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1884","San Juan Xar",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1885","San Lorenzo de Calatrava, Barranco de la Hocecilla",3,1,0,0,7.071,2.357,0.001,0.001,3,0,0,0
"1886","San Luis Obispo, acantilado sobre la boca de Arroyo San Simeon",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1887","San Luis Tultitlanapa, cerca a Cerro Verde",4,1.333,0,0,3.795,1.265,0.001,0,3,0,0,0
"1888","San Luis, Cerro Amapola",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1889","San Martin de Puriscal, Cerro La Cangreja",34,11.333,0.003,0.001,3.961,1.32,0.001,0,3,0,0,0
"1890","San Mateo, Montaña San Bruno",2,1,0,0,4.2,2.1,0.001,0.001,2,0,0,0
"1891","San Matias, NO de Tegucigalpa",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1892","San Miguel Chimalapa, Cabecera de Arroyo de Las Yeguas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1893","San Miguel Cuyutlan ",33,16.5,0.003,0.002,2.836,1.418,0.001,0,2,0,0,0
"1894","San Miguel del Monte ",19,6.333,0.002,0.001,3.986,1.329,0.001,0,3,0,0,0
"1895","San Miguel Milpas Altas",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1896","San Nicolas Tlaminca ",3,1.5,0,0,2.411,1.205,0,0,2,0,0,0
"1897","San Onofre ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1898","San Pedro Benito Juarez",34,17,0.003,0.002,2.922,1.461,0.001,0,2,0,0,0
"1899","San Pedro de Cejas ",4,4,0,0.001,1.2,1.2,0,0,1,0,0,0
"1900","San Pedro Escanela",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1901","San Pedro Nopala ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1902","San Pelayo ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1903","San Rafael, falda W del Iztaccihuatl",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1904","San Roman de Campezo",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1905","San Salvador",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1906","San Vito, Sabalito, Finca Neblinas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1907","Sanaujo",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1908","Sangüesa",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1909","Sanseong",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"1910","Sansoain",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1911","Santa Ana",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1912","Santa Catarina Yecahuitzoc ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1913","Santa Cruz en San Filipe",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1914","Santa Elena - Las Nubes",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1915","Santa Gertrudis, camino a Santa Maura",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1916","Santa Lucia ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1917","Santa Teresa, Estacion Biologica de Santa Luca",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1918","Santander, Faro Mayor, acantilados",2,1,0,0,6,3,0.001,0.001,2,0,0,0
"1919","Santiago",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1920","Santiago Juxtlahuaca, cerro de la torre de microondas de El Manzanal ",37,7.4,0.004,0.001,6.747,1.349,0.001,0,5,0,0,0
"1921","Santiago Papasquiaro ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1922","Santo Domingo, trayecto entre el pueblo y arroyo Tintaya",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1923","Santo Tirso de Cabarcos",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1924","Santuario de Flora y Fauna de Iguaque, Paramo alrededor de la Laguna",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1925","Santuario Nacional Megantoni",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1926","Sao Francisco de Paula, Linha Feixe",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1927","Saragüeta",7,2.333,0.001,0,7.393,2.464,0.001,0.001,3,0,0,0
"1928","Saraguro-Loja Km 124 desvio hacia Fierro Urco",13,3.25,0.001,0,5.02,1.255,0.001,0,4,0,0,0
"1929","Sarotla-Zimbajoch",1,1,0,0,2,2,0,0,1,0,0,0
"1930","Savegre ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1931","Savognin",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1932","Savoy, 35 millas SW",11,5.5,0.001,0.001,3.273,1.636,0.001,0,2,0,0,0
"1933","Sazavou",1,1,0,0,2,2,0,0,1,0,0,0
"1934","Schesaplana",1,1,0,0,2,2,0,0,1,0,0,0
"1935","SE de Volcan Tacana arriba de Talquian",2,2,0,0,1.2,1.2,0,0,1,0,0,0
"1936","SE Rovinj Rovigno",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1937","Sector Las Tablas, Sendero Quijada de diablo",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1938","Selga de Ordas",5,2.5,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1939","Sendero entre nacimiento del Río Bella Vista y Sitio Coton ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1940","Sendero hacia la cumbre del Pasochoa",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1941","Sequia Quarta, ELS Alamus",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1942","Serrete de Sant Pere",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1943","Shanchuang-Shueshan",6,2,0.001,0,12,4,0.002,0.001,3,0,0,0
"1944","Shanshipamba, 15 km Este de Pimampiro ",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1945","Shihshan",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1946","Shimlan, hacia el pueblo de Ain Anoub",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"1947","Sicuani, Santa Barbara, Riti tica, Sibinacocha",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1948","Sierra Albaracin, Cerro del Ponce",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1949","Sierra Alconera, Los Santos de Maimona",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1950","Sierra Alfacar, Puerto Lobo a Viznar",2,1,0,0,5.25,2.625,0.001,0.001,2,0,0,0
"1951","Sierra Bajar",1,1,0,0,2,2,0,0,1,0,0,0
"1952","Sierra Blanca, Puerto Rico Bajo",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1953","Sierra Cuchumatanes",7,2.333,0.001,0,4.486,1.495,0.001,0,3,0,0,0
"1954","Sierra de Alaiz",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1955","Sierra de Aracena",3,1,0,0,8.25,2.75,0.001,0.001,3,0,0,0
"1956","Sierra de Aralar, Hachueta",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1957","Sierra de Baza, Parque Natural",2,1,0,0,5.25,2.625,0.001,0.001,2,0,0,0
"1958","Sierra de Cantabria, Cruz del Castillo",7,2.333,0.001,0,7.393,2.464,0.001,0.001,3,0,0,0
"1959","Sierra de Carreu",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1960","Sierra de Cazorla, Mirador sobre Cazorla",3,1,0,0,8.25,2.75,0.001,0.001,3,0,0,0
"1961","Sierra de Chincua ",2,1,0,0,2.625,1.312,0,0,2,0,0,0
"1962","Sierra de Entzia",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1963","Sierra de Gredos, Laguna de Gredos",8,2,0.001,0,9.071,2.268,0.002,0.001,4,0,0,0
"1964","Sierra de Guara, Pozo de Nieve",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1965","Sierra de Izco",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1966","Sierra de Lontras",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1967","Sierra de los Ajos, Cañon Frijolito",2,1,0,0,2.836,1.418,0.001,0,2,0,0,0
"1968","Sierra de los Albardes",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1969","Sierra de los Cardos",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1970","Sierra de Martillac",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1971","Sierra de Mijas, Navaterrines",4,1,0,0,10.821,2.705,0.002,0.001,4,0,0,0
"1972","Sierra de Morelos",3,1.5,0,0,2.486,1.243,0,0,2,0,0,0
"1973","Sierra de Ojen, Dehesa de Boornoque",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1974","Sierra de Pachuca",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1975","Sierra de Puertollano, subida al Cerro del Castellar",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1976","Sierra de Salsipuedes ",2,2,0,0,1.2,1.2,0,0,1,0,0,0
"1977","Sierra de Sant Salvador, Ollers",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"1978","Sierra de Santa Barbara",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1979","Sierra de Satrustegi",1,1,0,0,2,2,0,0,1,0,0,0
"1980","Sierra de Satrustegui",4,1.333,0,0,6.821,2.274,0.001,0.001,3,0,0,0
"1981","Sierra de Tejeda, Collado de la Jilana",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1982","Sierra de Ubrique",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1983","Sierra de Urbasa",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1984","Sierra de Vila - Seca",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1985","Sierra del Ardal",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1986","Sierra del Barco, Puerto Castilla",1,1,0,0,2,2,0,0,1,0,0,0
"1987","Sierra del Perdon",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1988","Sierra del Pozo, Rio Turrillas",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1989","Sierra del Yugo",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1990","Sierra El Coahuilon",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1991","Sierra Gorbea",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1992","Sierra Madrona",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1993","Sierra Nevada de Santa Marta",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1994","Sierra Nevada del Cocuy, Quebrada El Playon",4,1,0,0,4.368,1.092,0.001,0,4,0,0,0
"1995","Sierra Nevada, Laguna de Rio Seco",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1996","Sierra Sur 600 m al SW de Coicoyan, camino al tanque",36,9,0.003,0.001,5.247,1.312,0.001,0,4,0,0,0
"1997","Sierra Talaia",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1998","Sierra Tejeda, subida al Pico Maroma",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1999","Sierra Torrecillas ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"2000","Sierras de Algeciras",2,1,0,0,6,3,0.001,0.001,2,0,0,0
"2001","Sigues",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"2002","Simancas",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2003","Simancas, Pinar de Simancas",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"2004","Simat de la Valldigna",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2005","Sishihshan",1,1,0,0,2,2,0,0,1,0,0,0
"2006","Siskiyou, cerca de Yreka",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"2007","Skamokawa",1,1,0,0,1.2,1.2,0,0,1,0,0,0
